Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline,Form Translation Reviewers,Section Translation Reviewers,Question Translation Reviewers,Definition Translation Reviewers,Completion Guideline Translation Reviewers,Answer Options Translation Reviewers
résultat,DIAGNOSTIC,diagn_bacte_cont,Infection bactérienne (si confirmée en laboratoire),"1, Acquis dans la communauté | 2, Acquis à l'hôpital | 99, Inconnu",Il s'agit de la méthode utilisée pour identifier ou exclure une infection bactérienne lors de cette admission.,Sélectionnez l'option la plus appropriée qui correspond à la méthode d'identification ou d'exclusion d'une infection bactérienne lors de cette admission.,0,0,0,0,0,0
résultat,DIAGNOSTIC,diagn_pathounlist,Autres pathogènes détectés,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de la détection d'autres agents pathogènes, non répertoriés ci-dessus.","Spécifiez d'autres agents pathogènes détectés, non répertoriés ci-dessus.",0,0,0,0,0,0
résultat,DIAGNOSTIC,diagn_pathounlist_cont,Autre(s) agent(s) pathogène(s) (si confirmé(s) en laboratoire),"1, Acquis dans la communauté | 2, Acquis à l'hôpital | 99, Inconnu",Il s'agit de la méthode utilisée pour identifier ou exclure une infection bactérienne lors de cette admission.,Sélectionnez l'option la plus appropriée qui correspond à la méthode d'identification ou d'exclusion d'une infection bactérienne lors de cette admission.,0,0,0,0,0,0
résultat,ÉVALUATION ARTICULAIRE,joint_date,Date de l'évaluation (échelle CHICK-DAS),,,,0,0,0,,,
résultat,ÉVALUATION ARTICULAIRE,joint_tjtdsc,Mode d'emploi : Cochez chaque articulation sensible à la palpation. Les joints DAS28 sont répertoriés ci-dessous. Les articulations de cheville (non-DAS28) sont collectées séparément pour CHIK-DAS TJC30.,,,,0,0,0,,,
résultat,ÉVALUATION ARTICULAIRE,joint_tjt,Décompte des articulations tendres (joints DAS28) terminé,"1, oui | 0, non",,,0,0,0,,,0
résultat,ÉVALUATION ARTICULAIRE,joint_tjt_shoulder,Épaules (glénohumérales),"0, 0 | 1, 1 | 2, 2 | 99, Inconnu",,,0,0,0,,,0
résultat,ÉVALUATION ARTICULAIRE,joint_tjt_elbow,Coudes,"0, 0 | 1, 1 | 2, 2 | 99, Inconnu",,,0,0,0,,,0
résultat,ÉVALUATION ARTICULAIRE,joint_tjt_wrist,Poignets (radiocarpien),"0, 0 | 1, 1 | 2, 2 | 99, Inconnu",,,0,0,0,,,0
résultat,ÉVALUATION ARTICULAIRE,joint_tjt_mcp,Petites articulations de la main (articulations MCP),"0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 99, Inconnu",,,0,0,0,,,0
résultat,ÉVALUATION ARTICULAIRE,joint_tjt_pip,Petites articulations de la main (articulations PIP),"0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 99, Inconnu",,,0,0,0,,,0
résultat,ÉVALUATION ARTICULAIRE,joint_tjt_knee,Genoux,"0, 0 | 1, 1 | 2, 2 | 99, Inconnu",,,0,0,0,,,0
résultat,ÉVALUATION ARTICULAIRE,joint_tjt_descankle,Chevilles tendres (ajout CHIK-DAS),,,,0,0,0,,,
résultat,ÉVALUATION ARTICULAIRE,joint_tjt_ankle,Chevilles (pour CHIK-DAS TJC30),"0, 0 | 1, 1 | 2, 2 | 99, Inconnu",,,0,0,0,,,0
résultat,ÉVALUATION ARTICULAIRE,joint_tjt_calc28,TJC28 — Nombre de joints tendres (DAS28),"if([joint_tjt_shoulder]=99,0,[joint_tjt_shoulder]) + if([joint_tjt_elbow]=99,0,[joint_tjt_elbow]) + if([joint_tjt_wrist]=99,0,[joint_tjt_wrist]) + si([joint_tjt_mcp]=99,0,[joint_tjt_mcp]) + if([joint_tjt_pip]=99,0,[joint_tjt_pip]) + if([joint_tjt_knee]=99,0,[joint_tjt_knee])",,,0,0,0,,,0
résultat,ÉVALUATION ARTICULAIRE,joint_tjt_calc30,TJC30 — Nombre d'articulations tendres (CHIK-DAS),"[joint_tjt_calc28] +if([joint_tjt_ankle]=99,0,[joint_tjt_ankle])",,,0,0,0,,,0
résultat,ÉVALUATION ARTICULAIRE,joint_sjtdsc,Mode d'emploi : Cochez chaque articulation gonflée à l'examen.,,,,0,0,0,,,
résultat,ÉVALUATION ARTICULAIRE,joint_sjt,Dénombrement des articulations enflées (articulations DAS28) terminé,"1, oui | 0, non",,,0,0,0,,,0
résultat,ÉVALUATION ARTICULAIRE,joint_sjt_shoulder,Épaules (glénohumérales),"0, 0 | 1, 1 | 2, 2 | 99, Inconnu",,,0,0,0,,,0
résultat,ÉVALUATION ARTICULAIRE,joint_sjt_elbow,Coudes,"0, 0 | 1, 1 | 2, 2 | 99, Inconnu",,,0,0,0,,,0
résultat,ÉVALUATION ARTICULAIRE,joint_sjt_wrist,Poignets (radiocarpien),"0, 0 | 1, 1 | 2, 2 | 99, Inconnu",,,0,0,0,,,0
résultat,ÉVALUATION ARTICULAIRE,joint_sjt_mcp,Petites articulations de la main (articulations MCP),"0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 99, Inconnu",,,0,0,0,,,0
résultat,ÉVALUATION ARTICULAIRE,joint_sjt_pip,Petites articulations de la main (articulations PIP),"0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 99, Inconnu",,,0,0,0,,,0
résultat,ÉVALUATION ARTICULAIRE,joint_sjt_knee,Genoux,"0, 0 | 1, 1 | 2, 2 | 99, Inconnu",,,0,0,0,,,0
résultat,ÉVALUATION ARTICULAIRE,joint_sjt_calc28,SJC28 — Nombre d'articulations enflées (DAS28),"if([joint_sjt_shoulder]=99,0,[joint_sjt_shoulder]) + if([joint_sjt_elbow]=99,0,[joint_sjt_elbow]) + if([joint_sjt_wrist]=99,0,[joint_sjt_wrist]) + si([joint_sjt_mcp]=99,0,[joint_sjt_mcp]) + if([joint_sjt_pip]=99,0,[joint_sjt_pip]) + if([joint_sjt_knee]=99,0,[joint_sjt_knee])",,,0,0,0,,,0
résultat,ÉVALUATION ARTICULAIRE,joint_crp,CRP — Protéine C-réactive (mg/L),,,,0,0,0,,,
résultat,ÉVALUATION ARTICULAIRE,joint_vas,EVA de santé mondiale — Rapporté par le patient (0 = Très bien ; 100 = Très mauvais),,,,0,0,0,,,
résultat,ÉVALUATION ARTICULAIRE,joint_stiff,Raideur NRS – Rapporté par le patient (0–10),"0, 0 — Aucune rigidité | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 — Pire rigidité",,,0,0,0,,,0
résultat,ÉVALUATION ARTICULAIRE,joint_nrs,ESR (mm/h) — si vous utilisez la variante DAS28-ESR,,,,0,0,0,,,
résultat,ÉVALUATION ARTICULAIRE,joint_calc_das28,Score DAS28,"if([joint_tjt]='1',0.56*sqrt(if([joint_tjt_calc28]=99,0,[joint_tjt_calc28]))+0.28*sqrt(if([joint_sjt_calc28]=99,0,[joint_sjt_calc28]))+0.36*log(if([joint_crp]='',0,[joint_crp])+1)+0.014*[joint_vas]+0.96,'')",,,0,0,0,,,0
résultat,ÉVALUATION ARTICULAIRE,joint_calc_chikdas,Score CHIK-DAS,"if([joint_tjt]='1',50+((-1.54+0.080*[joint_stiff]+0.119*if([joint_tjt_ankle]=99,0,[joint_tjt_ankle])+0.310*[joint_calc_das28])/0.0628),'')",,,0,0,0,,,0
résultat,RÉSULTAT,outco_date,Date de résultat,,Cela fait référence à la date du résultat.,Écrivez la date du résultat au format DD / mm / yyyy.,0,0,0,0,0,
résultat,RÉSULTAT,outco_outcome,Résultat,"1, Sorti vivant | 2, Toujours hospitalisé | 3, Transféré vers un autre établissement | 4, Décès | 5, Soins palliatifs | 6, Sorti contre l'avis médical | 7, En vie, non admis",Cela fait référence au résultat.,Sélectionnez le résultat qui est vrai à la date du résultat. Les soins palliatifs comprennent une conduite palliative.,0,0,0,0,0,0
résultat,RÉSULTAT,outco_selfcare,Capacité à s'auto-soins à la sortie par rapport à la maladie avant la maladie,"1, Identique à avant la maladie | 2, Aggravé | 3, Amélioré | 99, Inconnu",Cela fait référence à la capacité d'effectuer des activités de base de soins personnels et des activités instrumentales de la vie quotidienne à la sortie par rapport à la début de la maladie.,Sélectionnez l'option la plus appropriée qui représente la possibilité d'effectuer des activités de base de soins personnels et des activités instrumentales de la vie quotidienne à la sortie par rapport à la maladie avant la maladie.,0,0,0,0,0,0
résultat,RÉSULTAT,outco_oxyth,Oxygénothérapie après le traitement,"1, Oui | 0, Non | 99, Inconnu",Cela fait référence au besoin du patient en oxygénothérapie après la décharge de l'hôpital.,Indiquez «oui» si le patient a besoin d'oxygénothérapie après la décharge de l'hôpital.,0,0,0,0,0,0
résultat,RÉSULTAT,outco_carerel,Les besoins en soins de santé en cours relatifs à cette admission pour l'agent pathogène d'intérêt,"1, Oui | 0, Non | 99, Inconnu",Cela fait référence à la nécessité de soins de santé en cours relatifs à cette admission pour un agent d'agent d'intérêt,Indiquez «oui» si le patient a besoin de soins de santé en cours relatifs à cette admission pour un agent de pathogène d'intérêt.,0,0,0,0,0,0
résultat,RÉSULTAT,outco_carenonrel,Les besoins en soins de santé en cours n'étaient pas liés à l'épisode des agents pathogènes,"1, Oui | 0, Non | 99, Inconnu",Cela fait référence à la nécessité de soins de santé en cours sans rapport à cette admission pour l'agent pathogène d'intérêt,Indiquez «oui» si le patient a besoin de soins de santé continus ne concernant pas cette admission pour un agent d'agent d'intérêt.,0,0,0,0,0,0
résultat,RÉSULTAT,outco_carefordif,"Medicalement adapté à la sortie (pathogène résolu) mais reste à l'hôpital pour une autre raison (par exemple, en attente de soins alternatifs, résidant dans des soins de santé à long terme ou des établissements de santé mentale)","1, Oui | 0, Non | 99, Inconnu","Cela fait référence au patient adapté à la sortie médicale (l'infection des agents pathogènes a résolu) mais est resté à l'hôpital pour d'autres raisons (par exemple, en attente de soins alternatifs, résidant dans des soins de santé à long terme ou des établissements de santé mentale).","Indiquez «oui» si le patient est adapté à la sortie (infection des agents pathogènes a résolu) mais reste à l'hôpital pour d'autres raisons (par exemple, en attente de soins alternatifs, résidant dans les soins de santé à long terme ou dans un établissement de santé mentale)",0,0,0,0,0,0
résultat,RÉSULTAT,outco_transfersite,En cas de transfert vers un autre établissement : l'établissement de transfert est-il un site d'étude ?,"1, Oui | 0, Non | 99, Inconnu",Cela fait référence au fait que l'établissement de transfert est un site d'étude.,Indiquez « Oui » si l'établissement de transfert est un site d'étude.,0,0,0,0,0,0
résultat,RÉSULTAT,outco_transfersite_pin,Quel est le numéro d'identification du participant dans le nouvel établissement ?,"1, Oui | 0, Non | 99, Inconnu",Cela fait référence au numéro d'identification du participant dans l'établissement de transfert.,Indiquez le numéro d'identification du participant dans l'établissement de transfert.,0,0,0,0,0,0
résultat,RÉSULTAT,outco_ceiling,Un niveau maximal de prise en charge médicale (« plafond de soins ») a-t-il été fixé pour le patient pendant son admission ?,"1, Oui | 0, Non | 99, Inconnu",Cela fait référence au niveau maximal de soutien médical fixé pour le patient pendant l'hospitalisation en cours.,"Indiquez « Oui » si un niveau maximal de soutien médical a été fixé pour ce patient pendant l'hospitalisation en cours. ",0,0,0,0,0,0
résultat,RÉSULTAT,outco_ceiling_descri,"Décrivez ce niveau (par exemple, pas de ventilation invasive, pas d'unité de soins intensifs ou pas de réanimation cardio-pulmonaire)",,Cela fait référence au niveau maximal de soutien médical fixé pour le patient pendant l'hospitalisation en cours.,"Si « Oui », décrivez le niveau maximal de soutien médical fixé pour ce patient pendant l'hospitalisation en cours.",0,0,0,0,0,
grossesse,DÉTAILS DE LA GROSSESSE,preg_form,"Remplissez ce formulaire uniquement pour les patientes enceintes, les patientes en post-partum (≤ 28 jours après l'accouchement) ou les nouveau-nés dont les mères ne sont pas incluses dans l'étude.",,Date calendaire (JJ-MM-AAAA) à laquelle le CRF a été complété.,,0,0,0,0,,
grossesse,DÉTAILS DE LA GROSSESSE,preg_date,Date de remplissage du formulaire,,,,0,0,0,,,
grossesse,DÉTAILS DE LA GROSSESSE,pregdet_medirep,Procréation médicalement assistée ?,"1, oui | 0, Non | 99, Inconnu",Il s’agit de procédures médicales utilisées principalement pour traiter l’infertilité.,,0,0,0,0,,0
grossesse,DÉTAILS DE LA GROSSESSE,pregdet_edd,Date estimée de livraison (EDD),,"Il s’agit de la date prévue à laquelle une femme enceinte accouchera. Si non disponible, fournissez le LMP ci-dessous si possible",,0,0,0,0,,
grossesse,DÉTAILS DE LA GROSSESSE,pregdet_lmp,Date des dernières règles (LMP),,Il s'agit de la date du premier jour du cycle menstruel le plus récent.,,0,0,0,0,,
grossesse,DÉTAILS DE LA GROSSESSE,pregdet_parity,Parité,,"Il s'agit du nombre de grossesses qui ont atteint un âge gestationnel viable (généralement ≥ 20 semaines), que l'enfant soit né vivant ou mort-né. Les naissances multiples (par exemple des jumeaux) issues d'une même grossesse sont comptées comme un seul événement de parité.",,0,0,0,0,,
grossesse,DÉTAILS DE LA GROSSESSE,pregdet_gravidity,Gravidité,,"Il s'agit du nombre total de fois qu'une femme a été enceinte, quelle que soit l'issue de la grossesse. Cela inclut les grossesses en cours, les fausses couches, les avortements, les grossesses extra-utérines et les mortinaissances.",,0,0,0,0,,
grossesse,DÉTAILS DE LA GROSSESSE,pregdet_prevcs,Nombre d’accouchements chirurgicaux (césarienne) antérieurs.,,Il s'agit du nombre d'accouchements chirurgicaux antérieurs d'un ou plusieurs fœtus intra-utérins par une incision abdominale (césarienne).,,0,0,0,0,,
grossesse,DÉTAILS DE LA GROSSESSE,pregdet_fetnum,Nombre d'embryons/fœtus dans cette grossesse.,,Il s'agit du nombre d'embryons/fœtus dans cette grossesse,,0,0,0,0,,
grossesse,GROSSESSE-COMORBIDITÉS,preg_comor,Comorbidités au cours de la grossesse en cours,"1, oui | 0, Non | 99, Inconnu",Conditions médicales préexistantes ou liées à la grossesse présentes à tout moment au cours de la grossesse en cours et pouvant affecter la santé maternelle ou fœtale.,,0,0,0,0,,0
grossesse,GROSSESSE-COMORBIDITÉS,preg_diabetes,Diabète,"1, oui | 0, Non | 99, Inconnu","Troubles du métabolisme du glucose présents au cours de la grossesse en cours, y compris un diabète sucré préexistant de type 1 ou de type 2 ou un diabète diagnostiqué pour la première fois pendant la grossesse (diabète gestationnel).",,0,0,0,0,,0
grossesse,GROSSESSE-COMORBIDITÉS,preg_obesity,Obésité,"1, oui | 0, Non | 99, Inconnu",Une condition maternelle définie par un indice de masse corporelle (IMC) avant la grossesse ou en début de grossesse ≥ 30 kg/m².,,0,0,0,0,,0
grossesse,GROSSESSE-COMORBIDITÉS,preg_hypertension,Hypertension,"1, oui | 0, Non | 99, Inconnu","Pression artérielle élevée (≥140/90 mmHg) présente au cours de la grossesse en cours, qu'elle soit préexistante ou diagnostiquée pendant la grossesse",,0,0,0,0,,0
grossesse,GROSSESSE-COMORBIDITÉS,preg_sicklecell,Drépanocytose,"1, oui | 0, Non | 99, Inconnu","Trouble de l'hémoglobine caractérisé par la présence d'hémoglobine falciforme, y compris la drépanocytose ou le trait drépanocytaire, présente au cours de la grossesse en cours.",,0,0,0,0,,0
grossesse,GROSSESSE-COMORBIDITÉS,preg_renal,Maladies rénales,"1, oui | 0, Non | 99, Inconnu","Insuffisance aiguë ou chronique de la fonction rénale présente au cours de la grossesse en cours, y compris une maladie rénale chronique, une néphropathie ou un dysfonctionnement rénal associé à la grossesse",,0,0,0,0,,0
grossesse,GROSSESSE-COMORBIDITÉS,preg_immsup,Immunosuppression,"1, oui | 0, Non | 99, Inconnu","Un état de fonction immunitaire réduite en raison d'un traitement médical présent pendant la grossesse en cours, tel que des corticostéroïdes systémiques, des thérapies biologiques, une chimiothérapie ou des médicaments immunosuppresseurs post-greffe.",,0,0,0,0,,0
grossesse,GROSSESSE-COMORBIDITÉS,preg_immcom,Immunodéprimé,"1, oui | 0, Non | 99, Inconnu","Fonction immunitaire altérée en raison d'une condition médicale sous-jacente présente au cours de la grossesse en cours, telle qu'une infection par le VIH, une immunodéficience congénitale ou une tumeur maligne.",,0,0,0,0,,0
grossesse,GROSSESSE-COMORBIDITÉS,preg_othcomor,Autre,"1, oui | 0, Non | 99, Inconnu",Toute autre condition médicale maternelle présente au cours de la grossesse en cours et non répertoriée ci-dessus.,,0,0,0,0,,0
grossesse,GROSSESSE-COMORBIDITÉS,preg_othcomor_spec,"Si autre, précisez",,,,0,0,0,,,
grossesse,GROSSESSE-COMORBIDITÉS,preg_smoking,Statut de fumeur,"1, Fumeur actuel | 2, Ancienne fumeuse (arrêtée AVANT la grossesse) | 3, Ancienne fumeuse (arrêté PENDANT la grossesse) | 0, Jamais fumé",Consommation de tabac chez la mère,,0,0,0,0,,0
grossesse,GROSSESSE-COMORBIDITÉS,preg_substance,Consommation de substances pendant la grossesse,"1, oui | 0, Non | 99, Inconnu","Utilisation de substances psychoactives non prescrites (p. ex. alcool, cannabis, opioïdes, stimulants) à tout moment pendant la grossesse.",,0,0,0,0,,0
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_mat,Complications de grossesse maternelle ?,"1, oui | 0, Non | 99, Inconnu",,,0,0,0,,,0
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_preecl,Pré-éclampsie,"1, oui | 0, Non | 99, Inconnu",Nouvelle hypertension (≥ 140/90 mmHg) après 20 semaines de gestation avec protéinurie ou dysfonctionnement des organes cibles,,0,0,0,0,,0
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_preecl_week,Semaine de gestation du début,,Semaine de gestation terminée au cours de laquelle la maladie a été diagnostiquée ou documentée pour la première fois.,,0,0,0,0,,
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_ecl,Éclampsie,"1, oui | 0, Non | 99, Inconnu","Apparition de convulsions généralisées chez une femme atteinte de pré-éclampsie, non imputables à d'autres causes.",,0,0,0,0,,0
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_ecl_week,Semaine de gestation du début,,Semaine de gestation terminée au cours de laquelle la maladie a été diagnostiquée ou documentée pour la première fois.,,0,0,0,0,,
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_hellp,Syndrome HELLP,"1, oui | 0, Non | 99, Inconnu","Variante de pré-éclampsie sévère caractérisée par une hémolyse, des enzymes hépatiques élevées et",,0,0,0,0,,0
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_hellp_week,Semaine de gestation du début,,Semaine de gestation terminée au cours de laquelle la maladie a été diagnostiquée ou documentée pour la première fois.,,0,0,0,0,,
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_gdm,Diabète gestationnel,"1, oui | 0, Non | 99, Inconnu","Intolérance au glucose apparaissant ou étant détectée pour la première fois pendant la grossesse, diagnostiquée par un test de glucose standard.",,0,0,0,0,,0
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_gdm_week,Semaine de gestation du début,,Semaine de gestation terminée au cours de laquelle la maladie a été diagnostiquée ou documentée pour la première fois.,,0,0,0,0,,
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_pih,Hypertension induite par la grossesse,"1, oui | 0, Non | 99, Inconnu",Nouvelle hypertension après 20 semaines de gestation sans protéinurie ni caractéristiques systémiques.,,0,0,0,0,,0
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_pih_week,Semaine de gestation du début,,Semaine de gestation terminée au cours de laquelle la maladie a été diagnostiquée ou documentée pour la première fois.,,0,0,0,0,,
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_utbleed,Saignement utérin,"1, oui | 0, Non | 99, Inconnu","Saignements vaginaux survenant pendant la grossesse, à l'exclusion des saignements normaux d'implantation.",,0,0,0,0,,0
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_utbleed_week,Semaine de gestation du début,,Semaine de gestation terminée au cours de laquelle la maladie a été diagnostiquée ou documentée pour la première fois.,,0,0,0,0,,
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_malaria,Infection palustre pendant la grossesse,"1, oui | 0, Non | 99, Inconnu",Infection à Plasmodium confirmée en laboratoire pendant la grossesse.,,0,0,0,0,,0
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_malaria_week,Semaine de gestation du début,,Semaine de gestation terminée au cours de laquelle la maladie a été diagnostiquée ou documentée pour la première fois.,,0,0,0,0,,
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_oth,Autres complications de la grossesse maternelle,"1, oui | 0, Non | 99, Inconnu",Semaine de gestation terminée au cours de laquelle la maladie a été diagnostiquée ou documentée pour la première fois.,,0,0,0,0,,0
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_othspec,Préciser les autres complications de la grossesse maternelle,,,,0,0,0,,,
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_placfetab,Anomalies placentaires/liquide amniotique/fœtale identifiées avant la naissance,"1, oui | 0, Non | 99, Inconnu",Anomalies structurelles ou fonctionnelles détectées par échographie ou tests prénatals.,,0,0,0,0,,0
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_lowaf,Diminution du liquide amniotique,"1, oui | 0, Non | 99, Inconnu",Volume de liquide amniotique inférieur à la normale pour l'âge gestationnel.,,0,0,0,0,,0
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_lowaf_week,Semaine de gestation du début,,Semaine de gestation terminée au cours de laquelle la maladie a été diagnostiquée ou documentée pour la première fois.,,0,0,0,0,,
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_highaf,Liquide amniotique excessif,"1, oui | 0, Non | 99, Inconnu",Volume de liquide amniotique supérieur à la normale pour l’âge gestationnel.,,0,0,0,0,,0
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_highaf_week,Semaine de gestation du début,,Semaine de gestation terminée au cours de laquelle la maladie a été diagnostiquée ou documentée pour la première fois.,,0,0,0,0,,
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_pprevia,Placenta praevia,"1, oui | 0, Non | 99, Inconnu",Placenta recouvrant partiellement ou complètement l’orifice cervical interne.,,0,0,0,0,,0
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_pprevia_week,Semaine de gestation du début,,Semaine de gestation terminée au cours de laquelle la maladie a été diagnostiquée ou documentée pour la première fois.,,0,0,0,0,,
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_plowlying,Placenta bas,"1, oui | 0, Non | 99, Inconnu","Placenta situé à proximité de l'orifice cervical interne, mais ne le recouvrant pas.",,0,0,0,0,,0
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_plowlying_week,Semaine de gestation du début,,Semaine de gestation terminée au cours de laquelle la maladie a été diagnostiquée ou documentée pour la première fois.,,0,0,0,0,,
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_pinsuff,Insuffisance placentaire,"1, oui | 0, Non | 99, Inconnu",Fonction placentaire inadéquate entraînant une altération de la croissance ou du bien-être du fœtus.,,0,0,0,0,,0
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_pinsuff_week,Semaine de gestation du début,,Semaine de gestation terminée au cours de laquelle la maladie a été diagnostiquée ou documentée pour la première fois.,,0,0,0,0,,
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_iugr,Retard de croissance intra-utérin,"1, oui | 0, Non | 99, Inconnu",Poids fœtal estimé inférieur au 10e percentile pour l'âge gestationnel en raison de causes pathologiques.,,0,0,0,0,,0
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_iugr_week,Semaine de gestation du début,,Semaine de gestation terminée au cours de laquelle la maladie a été diagnostiquée ou documentée pour la première fois.,,0,0,0,0,,
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_othpyn,Autres anomalies placentaires/liquides amniotiques/fœtales identifiées avant la naissance,"1, oui | 0, Non | 99, Inconnu",,,0,0,0,,,0
grossesse,COMPLICATIONS LIÉES À LA GROSSESSE,pregcomp_othpspec,préciser les autres anomalies placentaires/liquides amniotiques/fœtales identifiées avant la naissance,,,,0,0,0,,,
grossesse,MÉDICAMENTS DE GROSSESSE,pregmed_immunosup,Un traitement immunosuppresseur pendant la grossesse ?,"1, oui | 0, Non | 99, Inconnu","Utilisation de médicaments qui réduisent la fonction immunitaire, notamment des corticostéroïdes systémiques, des produits biologiques, une chimiothérapie ou des médicaments liés à la transplantation.",,0,0,0,0,,0
grossesse,MÉDICAMENTS DE GROSSESSE,pregmed_immunosup_num,Combien de médicaments immunosuppresseurs ?,,Nombre d'agents immunosuppresseurs distincts pris simultanément ou séquentiellement pendant la grossesse.,,0,0,0,0,,
grossesse,MÉDICAMENTS DE GROSSESSE,pregmed_immunosup_name,Nom(s) du ou des médicaments immunosuppresseurs.,,Nom(s) générique(s) du ou des médicaments immunosuppresseurs utilisés.,,0,0,0,0,,
grossesse,MÉDICAMENTS DE GROSSESSE,pregmed_otheryn,Y a-t-il d'autres médicaments pour la grossesse ?,"1, oui | 0, Non | 99, Inconnu",Utilisation de tout médicament prescrit ou en vente libre (à l'exclusion des immunosuppresseurs) pendant la grossesse.,,0,0,0,0,,0
grossesse,MÉDICAMENTS DE GROSSESSE,pregmed_othernum,Combien de médicaments pour la grossesse ?,,Nombre de médicaments distincts pris pendant la grossesse.,,0,0,0,0,,
grossesse,MÉDICAMENTS DE GROSSESSE,pregmed_othername,Nom(s) du(des) médicament(s).,,Nom(s) générique(s) des médicaments utilisés.,,0,0,0,0,,
grossesse,VACCINS DE GROSSESSE,pregmed_antvacc,Vaccins prénatals administrés,"1, COVID-19 | 2, hépatite B | 3, Fièvre jaune | 4, varicelle | 88, autre","Vaccins reçus pendant la grossesse (p. ex. tétanos, grippe, COVID-19).",,0,0,0,0,,0
grossesse,VACCINS DE GROSSESSE,pregmed_antvacc_oth,"Si autre, précisez",,,,0,0,0,,,
grossesse,TESTS LIÉS À LA GROSSESSE,pregtest_yn,Les échantillons biologiques prélevés ont-ils été testés pendant la grossesse ?,"1, oui | 0, Non | 99, Inconnu",Tout échantillon biologique maternel collecté et analysé pendant la grossesse.,,0,0,0,0,,0
grossesse,TESTS LIÉS À LA GROSSESSE,pregtest_type,"Parmi les échantillons suivants, lesquels ont été prélevés ?","1, Liquide amniotique | 2, Placenta | 3, Sang de cordon | 4, écouvillon vaginal | 5, écouvillon fécal/rectal | 6, tissus de grossesse | 99, Inconnu | 88, autre",Tout échantillon biologique maternel collecté et analysé pendant la grossesse.,,0,0,0,0,,0
grossesse,TESTS LIÉS À LA GROSSESSE,pregtest_desc,Décrire les échantillons de tests et les résultats.,,Méthode de laboratoire utilisée et résultat qualitatif/quantitatif.,,0,0,0,0,,
grossesse,RÉSULTAT DE LA GROSSESSE,pregout_bboutc,Résultat de la grossesse,"1, naissance vivante (même si le nourrisson est décédé après la naissance) | 2, Fausse couche (<22 semaines) | 3, Résiliation par choix | 4, Résiliation - anomalie échographique | 5, Résiliation – autre/raison inconnue | 6, Mortinaissance (décès intra-utérin/intrapartum à partir de 22 semaines de gestation) | 7, Grossesse extra-utérine | 8, en cours | 99, Inconnu","Résultat final de la grossesse (naissance vivante, mortinatalité, fausse couche, interruption).",,0,0,0,0,,0
